시도명,년도,노인인구_기관수_비율
세종특별자치시,2014,0.006584854833882071
세종특별자치시,2015,0.007559567477911391
세종특별자치시,2016,0.008106559725007161
세종특별자치시,2017,0.008883023273520977
세종특별자치시,2018,0.009192891437413248
세종특별자치시,2019,0.009004182721035172
세종특별자치시,2020,0.009132161089052751
세종특별자치시,2021,0.009025870664171142
세종특별자치시,2022,0.009114007048602574
세종특별자치시,2023,0.009451498062442897
세종특별자치시,2024,0.009329533523323833
울산광역시,2008,0.008645505580367816
울산광역시,2009,0.008735007920343969
울산광역시,2010,0.008757752938289573
울산광역시,2011,0.008695443299464341
울산광역시,2012,0.008539792594363587
울산광역시,2013,0.008644602214872087
울산광역시,2014,0.00847524440239672
울산광역시,2015,0.008297418378325806
울산광역시,2016,0.008169739557571934
울산광역시,2017,0.0079977073592706
울산광역시,2018,0.007841539287205072
울산광역시,2019,0.007595933396632779
울산광역시,2020,0.007300594415261266
울산광역시,2021,0.0070250669005648475
울산광역시,2022,0.006778410531897724
울산광역시,2023,0.006650681566539813
울산광역시,2024,0.0065007728191463325
인천광역시,2008,0.0069018601667735725
인천광역시,2009,0.006960011238631574
인천광역시,2010,0.006956928217543232
인천광역시,2011,0.007060873328764805
인천광역시,2012,0.0070555412414733615
인천광역시,2013,0.0071435807847313685
인천광역시,2014,0.007100239080181487
인천광역시,2015,0.007034589804288824
인천광역시,2016,0.006975985648469034
인천광역시,2017,0.006959436373457939
인천광역시,2018,0.006883254982975357
인천광역시,2019,0.006810139877152392
인천광역시,2020,0.006606454614615622
인천광역시,2021,0.006503795115632082
인천광역시,2022,0.006526332044163994
인천광역시,2023,0.006520685553156805
인천광역시,2024,0.006474378020381784
전라남도,2008,0.004417356169203355
전라남도,2009,0.004542217474518182
전라남도,2010,0.004646363715353202
전라남도,2011,0.00479725553352625
전라남도,2012,0.004889504324927883
전라남도,2013,0.005020285757393502
전라남도,2014,0.005115626906742849
전라남도,2015,0.0051818460498494765
전라남도,2016,0.005308840448600859
전라남도,2017,0.005381659453812864
전라남도,2018,0.005450767988532339
전라남도,2019,0.005436805258094643
전라남도,2020,0.005374781612535863
전라남도,2021,0.005362335259242476
전라남도,2022,0.005343438065787577
전라남도,2023,0.00533962420692257
전라남도,2024,0.005320936742702704
전북특별자치도,2008,0.005965441390091723
전북특별자치도,2009,0.006040105654681689
전북특별자치도,2010,0.006066600211824809
전북특별자치도,2011,0.0061435473720538375
전북특별자치도,2012,0.006256488918591661
전북특별자치도,2013,0.006422588997700019
전북특별자치도,2014,0.006446105982937876
전북특별자치도,2015,0.0065284548650449475
전북특별자치도,2016,0.006594166347792813
전북특별자치도,2017,0.0066160527437098176
전북특별자치도,2018,0.0067065009462848385
전북특별자치도,2019,0.0067054283347531985
전북특별자치도,2020,0.00661061983486604
전북특별자치도,2021,0.006576782158864655
전북특별자치도,2022,0.006620337861859036
전북특별자치도,2023,0.006649637599074412
전북특별자치도,2024,0.006632955618667564
제주특별자치도,2008,0.0065578203698069834
제주특별자치도,2009,0.006530879702943264
제주특별자치도,2010,0.006512202527404647
제주특별자치도,2011,0.006618880585633674
제주특별자치도,2012,0.006653294848588621
제주특별자치도,2013,0.006942076751145963
제주특별자치도,2014,0.0071429863107831965
제주특별자치도,2015,0.007048712548406821
제주특별자치도,2016,0.007303307733008386
제주특별자치도,2017,0.0075625275242593125
제주특별자치도,2018,0.007614469657601478
제주특별자치도,2019,0.0077191730535676305
제주특별자치도,2020,0.007578174337072507
제주특별자치도,2021,0.007504772361476749
제주특별자치도,2022,0.0076185456483849525
제주특별자치도,2023,0.007599055004052446
제주특별자치도,2024,0.0075845067294452095
충청남도,2008,0.004958746779949733
충청남도,2009,0.0050685665119277554
충청남도,2010,0.005101167448389195
충청남도,2011,0.005237802941099198
충청남도,2012,0.005606236604083537
충청남도,2013,0.005723510419724098
충청남도,2014,0.005809668328636462
충청남도,2015,0.00587436584790828
충청남도,2016,0.005954004944531424
충청남도,2017,0.006018375058855724
충청남도,2018,0.0060857816474195435
충청남도,2019,0.006113960209144212
충청남도,2020,0.005986775744107292
충청남도,2021,0.005885274313919586
충청남도,2022,0.00585037796563594
충청남도,2023,0.0058521260725082685
충청남도,2024,0.0058580520756420975
충청북도,2008,0.005902304522880732
충청북도,2009,0.005969158710966851
충청북도,2010,0.006027118343980996
충청북도,2011,0.006160363652056332
충청북도,2012,0.006241427562033278
충청북도,2013,0.00628612934430784
충청북도,2014,0.006332831542829264
충청북도,2015,0.006347739898680893
충청북도,2016,0.006342359147745489
충청북도,2017,0.006305630798261317
충청북도,2018,0.006295476115153432
충청북도,2019,0.006293116009385661
충청북도,2020,0.006185488314842071
충청북도,2021,0.006122708237866875
충청북도,2022,0.006036720846272532
충청북도,2023,0.006036765933701261
충청북도,2024,0.005985365923507596
